title_link,date,author_link,author,title,abstract,school
https://pureportal.coventry.ac.uk/en/publications/flexible-glass-hybridized-colloidal-quantum-dots-for-gbs-visible-,12 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/sujan-rajbhandari,Sujan Rajbhandari,Flexible Glass Hybridized Colloidal Quantum Dots for Gb/s Visible Light Communications,"Color converting films of colloidal quantum dots (CQDs) encapsulated with flexible glass are integrated with microsize GaN light emitting diodes  (LEDs) in order to form optical sources for high-speed visible light communications (VLC). VLC is an emerging technology that uses white and/or colored light from LEDs to combine illumination and display functions with the transmission of data. The flexible glass/CQD format addresses the issue of limited modulation speed of typical phosphor-converted LEDs while enhancing the photostability of the color converters and facilitating their integration with the LEDs. These structures are less than 70 μm in total thickness and are directly placed in contact with the polished sapphire substrate of 450-nm-emitting LEDs. Blue-to-green, blue-to-orange and blue-to-red conversion with respective forward optical power conversion efficiencies of 13%, 12% and 5.5% are reported. In turn, free-space optical communications up to 1.4 Gb/s VLC is demonstrated. Results show that CQD-converted LEDs pave the way for practical digital lighting/displays with multi-Gb/s capability.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/experimental-sefdm-pipelined-iterative-detection-architecture-wit,26 Jul 2018,,"Waseem Ozan, Paul Haigh, Bo Tan, Izzat Darwazeh",Experimental SEFDM Pipelined Iterative Detection Architecture with Improved Throughput,"In spectrally efficient frequency division multiplexing (SEFDM), the separation between subcarriers is reduced below the Nyquist criteria, enhancing bandwidth utilisation in comparison to orthogonal frequency division multiplexing (OFDM). This leads to self-induced inter-carrier interference (ICI) in the SEFDM signal, which requires more sophisticated detectors to retrieve the transmitted data. In previous work, iterative detectors (IDs) have been used to recover the SEFDM signal after processing a certain number of iterations, however, the sequential iterative process increases the processing time with the number of iterations, leading to throughput reduction. In this work, ID pipelining is designed and implemented in software defined radio (SDR) to reduce the overall system detection latency and improve the throughput. Thus, symbols are allocated into parallel IDs that have no waiting time as they are received. Our experimental findings show that throughput will improve linearly with the number of the paralleled ID elements, however, hardware complexity also increases linearly with the number of ID elements.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/doppler-based-detection-of-multiple-targets-in-passive-wifi-radar,27 Apr 2018,,"Qingchao Chen, Bo Tan, Kevin Chetty, Karl Woodbridge",Doppler Based Detection of Multiple Targets in Passive WiFi Radar Using Underdetermined Blind Source Separation,"Device-free approaches for detecting and localizing people in wireless environments have attracted significant attention in recent years. However, within indoor environments the large numbers of people moving in close proximity to each other often impedes the utility of such approaches. In this paper we present a new method for identifying multiple targets in Wi-Fi passive radar systems using only a single receive channel to detect Doppler returns. The technique is based on tree-structure sparse underdetermined blind source separation and utilizes proximal alternating methods in a convex optimization field. Firstly, we show proof-of-principle simulation results for two targets moving within a typical indoor scenario and compare the results with those from the well-known independent component analysis (ICA). Secondly, we validate the simulation outputs using real-world experimental data. The results demonstrate the effectiveness of the technique for device-free detection of multiple targets in the urban wireless landscape.  ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/early-feeding-and-growth-pattern-in-infants-using-a-three-variate,2018,https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,Alireza Daneshkhah,Early feeding and growth pattern in infants: Using a three-variate longitudinal model derived from Gaussian copula function,"Background: The Gaussian copula model was used to generate joint distributions for continuous longitudinal variables on infant types of feeding and longitudinal measures of height, weight and head circumference,Methods: The study was performed longitudinally in rural areas of southern part of Iran, on children from birth to 9 months of age. Out of 319 infants with serial anthropometric measurements from birth, and 2, 4, 6, 7 and 9 months,old, 120 were included. Infants were divided into three groups (breast fed, formula fed and both milk types). A threevariate longitudinal model including Copula function was used to estimate the effect of feeding on growth pattern. All,the analyses were performed using SAS version 9.4 (Proc NLmix).,Results: Ninety infants (75%) were breastfed, sixteen (13.3%) were formula fed and fourteen (11.7%) had combined feeding. Copula model showed that, breast fed children had a better weight gain (β=0.627 95% CI 0.217-1.038 P = 0.003), height (β=2.603 95% CI 1.023-4.183 P = 0.001) and head circumference (β=0.8 95% CI 0.069-1.531 P = 0.0) as compared to formula fed children. R2 for Copula model was (wt=0.52, ht=0.96, hc=0.84).,Conclusions: Implication of Copula model was easy to perform. Estimation of the parameters in copula model indicated that, breast milk consumption had a positive effect on the growth of infants.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/dynamic-phase-transitions-in-the-presence-of-quenched-randomness,25 Jun 2018,https://pureportal.coventry.ac.uk/en/persons/nikolaos-fytas,Nikolaos Fytas,Dynamic phase transitions in the presence of quenched randomness,We present an extensive study of the effects of quenched disorder on the dynamic phase transitions of kinetic spin models in two dimensions. We undertake a numerical experiment performing Monte Carlo simulations of the square-lattice random-bond Ising and Blume-Capel models under a periodically oscillating magnetic field. For the case of the Blume-Capel model we analyze the universality principles of the dynamic disordered-induced continuous transition at the low-temperature regime of the phase diagram. A detailed finite-size scaling analysis indicates that both nonequilibrium phase transitions belong to the universality class of the corresponding equilibrium random Ising model.,"School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/dynamic-phase-transition-of-the-blume-capel-model-in-an-oscillati,17 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/nikolaos-fytas,Nikolaos Fytas,Dynamic phase transition of the Blume-Capel model in an oscillating magnetic field,"We employ numerical simulations and finite-size scaling techniques to investigate the properties of the dynamic phase transition that is encountered in the Blume-Capel model subjected to a periodically oscillating magnetic field. We mainly focus on the study of the two-dimensional system for various values of the crystal-field coupling in the second-order transition regime. Our results indicate that the present nonequilibrium phase transition belongs to the universality class of the equilibrium Ising model and allow us to construct a dynamic phase diagram, in analogy with the equilibrium case, at least for the range of parameters considered. Finally, we present some complementary results for the three-dimensional model, where again the obtained estimates for the critical exponents fall into the universality class of the corresponding three-dimensional equilibrium Ising ferromagnet.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/domain-wall-excitations-in-the-two-dimensional-ising-spin-glass,16 Feb 2018,https://pureportal.coventry.ac.uk/en/persons/martin-weigel,Martin Weigel,Domain-wall excitations in the two-dimensional Ising spin glass,"The Ising spin glass in two dimensions exhibits rich behavior with subtle differences in the scaling for different coupling distributions. We use recently developed mappings to graph-theoretic problems together with highly efficient implementations of combinatorial optimization algorithms to determine exact ground states for systems on square lattices with up to $10\,000\times 10\,000$ spins. While these mappings only work for planar graphs, for example for systems with periodic boundary conditions in at most one direction, we suggest here an iterative windowing technique that allows one to determine ground states for fully periodic samples up to sizes similar to those for the open-periodic case. Based on these techniques, a large number of disorder samples are used together with a careful finite-size scaling analysis to determine the stiffness exponents and domain-wall fractal dimensions with unprecedented accuracy, our best estimates being $\theta = -0.2793(3)$ and $d_\mathrm{f} = 1.273\,19(9)$ for Gaussian couplings. For bimodal disorder, a new uniform sampling algorithm allows us to study the domain-wall fractal dimension, finding $d_\mathrm{f} = 1.279(2)$. Additionally, we also investigate the distributions of ground-state energies, of domain-wall energies, and domain-wall lengths.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/electromagnetic-nanoparticles-for-sensing-and-medical-diagnostic-,13 Apr 2018,,"Luigi La Spada, Lucio Vegni",Electromagnetic nanoparticles for sensing and medical diagnostic applications,"A modeling and design approach is proposed for nanoparticle-based electromagnetic devices. First, the structure properties will be analytically studied by using Maxwell’s equations. The method provides us a robust link between nanoparticles electromagnetic response (amplitude and phase) and their geometrical characteristics (shape, geometry, dimensions). Secondly, new designs based on “metamaterial” concept are proposed, demonstrating great performances in terms of wide-angle range functionality and multi/wide behavior, compared to conventional devices working at the same frequencies. The approach offers potential applications to build-up new advanced platforms for sensing and medical diagnostics. Therefore, in the third and final part of the article some practical examples will be reported such as cancer detection, water content measurements, chemical analysis, glucose concentration measurements and blood diseases monitoring. ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/discrete-self-similarity-in-interfacial-hydrodynamics-and-the-for,19 Jan 2018,,"Michael C. Dallaston, Marco A. Fontelos, Dmitri Tseluiko, Serafim Kalliadasis",Discrete Self-Similarity in Interfacial Hydrodynamics and the Formation of Iterated Structures,"The formation of iterated structures, such as satellite and subsatellite drops, filaments, and bubbles, is a common feature in interfacial hydrodynamics. Here we undertake a computational and theoretical study of their origin in the case of thin films of viscous fluids that are destabilized by long-range molecular or other forces. We demonstrate that iterated structures appear as a consequence of discrete self-similarity, where certain patterns repeat themselves, subject to rescaling, periodically in a logarithmic time scale. The result is an infinite sequence of ridges and filaments with similarity properties. The character of these discretely self-similar solutions as the result of a Hopf bifurcation from ordinarily self-similar solutions is also described.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/development-and-verification-of-a-distributed-electro-thermal-li-,Oct 2018,,"Richard Stocker, Neophytos Lophitis, Asim Mumtaz",Development and Verification of a Distributed Electro-Thermal Li-Ion Cell Model,"This paper presents a 1D distributed electro-thermal liion cell model. The model is intended to give accurate representation of cell thermal and electrical characteristics in response to current application, highlighting distributions of these parameters across the cell. It is also designed to be compact and,fast simulating. A generalized parameterization approach allows the model to be easily adaptable to different cell designs and chemistries. The model achieves this by combining a thermal model based on thermal laws, with an electrical equivalent circuit model, both populated by empirical data accessible through simple individual cell testing. In this paper, the model is explained, and,simulation results are correlated against a Nickel Manganese Cobalt (NMC)/graphite cell cycled under constant current and also dynamic conditions without cooling. It was found that the model provides accurate results when compared to a constant current discharge and representative drive test cycle","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/towards-real-time-robotic-motion-planning-for-grasping-in-clutter,Jul 2018,,"Pengcheng Liu, Khaled Elgeneidy, Simon Pearson, M. Nazmul Huda, Gerhard Neumann",Towards real-time robotic motion planning for grasping in cluttered and uncertain environments,"Adaptation to unorganized, congested and uncertain environment is a desirable capability but challenging task in development of robotic motion planning algorithms for object grasping. We have to make a tradeoff between coping with the environmental complexities using computational expensive approaches, and enforcing practical manipulation and grasping in real-time. In this paper, we present a brief overview and research objectives towards real-time motion planning for grasping in cluttered and uncertain environments. We present feasible ways in approaching this goal, in which key challenges and plausible solutions are discussed.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/discrete-weighted-exponential-distribution-of-the-second-type-pro,2018,"https://pureportal.coventry.ac.uk/en/persons/omid-chatrabgoun,https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah","Omid Chatrabgoun,Alireza Daneshkhah",Discrete Weighted Exponential Distribution of the Second Type: Properties and Applications,"In this paper, we propose a new lifetime model as a discrete version of the continuous weighted exponential distribution which is called discrete weighted exponential distribution (DWED). This model is a generalization of the discrete exponential distribution which is originally introduced by Chakraborty (2015). We present various statistical indices/properties of this distribution including reliability indices, moment generating function, probability generating function, survival and hazard rate functions, index of dispersion, and stress-strength parameter. We rst present a numerical method to compute the maximum likelihood estima-tions (MLEs) of the models parameters, and then conduct a simulation study to further analyze these estimations. The advantages of the DWED are shown in practice by applying it on two real world applications and compare it with some other well-known lifetime distributions.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/design-of-control-panels-for-automated-modular-construction-machi,21 May 2018,,"Edgar C. Tamayoa, Yasir Imtiaz Khan, Ahmed Jawad Qureshi, Mohamed Al-Hussein",Design of control panels for automated modular construction machines,"Modern modular construction demands high quality, cost-effective, and efficient production of components. These requirements have led to the emergence of offsite construction manufacturing, which necessitates the use of automated machines. Compared to traditional onsite methods, offsite modular construction has a positive impact on quality, safety, cost, and productivity. Methodologies exist in the design of automated modular construction machines. This automation consists of not only the machines but also the supportive electrical and pneumatic systems, which, regardless of the design approaches used for automated machines, can be applied to the design of their associated systems. To avoid costly design changes, there is a clear need for a systematic and iterative design methodology at the conceptual design stage. For the control panel, the conceptual design method introduced in this paper facilitates the subsequent computer-aided design to be performed at the detailed design stage. Integrated function modeling, combined with axiomatic design and design structure matrix, constitutes the conceptual design approach for the control panel. In this work, linear time complex algorithm is developed for automating the layout of the electrical devices and wiring connections in order to facilitate computer-aided design implementation in the detailed design phase. Furthermore, the control panel guidelines and standards that constitute the prior knowledge of the design process are embedded in the algorithm.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/towards-incremental-cylindrical-algebraic-decomposition-in-maple,1 Sep 2018,https://pureportal.coventry.ac.uk/en/persons/matthew-england,Matthew England,Towards Incremental Cylindrical Algebraic Decomposition in Maple,"Cylindrical Algebraic Decomposition (CAD) is an important tool within computational real algebraic geometry, capable of solving many problems for polynomial systems over the reals. It has long been studied by the Symbolic Computation community and has found recent interest in the Satisfiability Checking community. The present report describes a proof of concept implementation of an Incremental CAD algorithm in Maple, where CADs are built and then refined as additional polynomial constraints are added. The aim is to make CAD suitable for use as a theory solver for SMT tools who search for solutions by continually reformulating logical formula and querying whether a logical solution is admissible. We describe experiments for the proof of concept, which clearly display the computational advantages compared to iterated re-computation. In addition, the project implemented this work under the recently verified Lazard projection scheme (with corresponding Lazard valuation).","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/synergistic-exploration-and-navigation-of-mobile-robots-under-pos,1 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/john-arvanitakis,Ioannis Arvanitakis,Synergistic exploration and navigation of mobile robots under pose uncertainty in unknown environments,"Path planning under uncertainty in an unknown environment is an arduous task as the resulting map has inaccuracies and a safe path cannot always be found. A path planning method is proposed in unknown environments towards a known target position and under pose uncertainty. A limited range and limited field of view range sensor is considered and the robot pose can be inferred within certain bounds. Based on the sensor measurements a modified map is created to be used for the exploration and path planning processes, taking into account the uncertainty via the calculation of the guaranteed visibility and guaranteed sensed area, where safe navigation can be ensured regardless of the pose-error. A switching navigation function is used to initially explore the space towards the target position, and afterwards, when the target is discovered to navigate the robot towards it. Simulation results highlighting the efficiency of the proposed scheme are presented.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/tcad-device-modelling-and-simulation-of-wide-bandgap-power-semico,12 Sep 2018,,"Neo Lophitis, Anastasios Arvanitopoulos, Samuel Perkins, Marina Antoniou",TCAD device modelling and simulation of wide bandgap power semiconductors,"Technology Computer Aided Design (TCAD) is essential for devices technology development, including wide bandgap power semiconductors. However. most TCAD tools were originally developed for silicon and their performance and accuracy for wide band gap semiconductors is contentious. This chapter will deal with TCAD device modelling of wide band gap power semiconductors. In particular, modelling and simulating 3C- and 4H- Silicon Carbide (SiC), Gallium Nitride (GaN) and Diamond devices are examined. The challenges associated with modelling the material and device physics are analysed in detail. It also includes convergence issues and accuracy of predicted performance. Modelling and simulating defects, traps and the effect of these traps on the characteristics are also discussed. ,Keywords: TCAD, modelling and simulation, Silicon Carbide, Gallium Nitride, Diamond, Physics modelling, material parameters. ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-affect-aware-support-on-learning-tasks-that-differ-,20 Jun 2018,https://pureportal.coventry.ac.uk/en/persons/beate-grawemeyer,Beate Grawemeyer,The impact of affect-aware support on learning tasks that differ in their cognitive demands,"This paper investigates the effect of affect-aware support on learning tasks that differ in their cognitive demands. We conducted a study with the iTalk2learn platform where students are undertaking fractions tasks of varying difficulty and assigned in one of two groups; one group used the iTalk2learn platform that included the affect-aware support, whereas in the other group the affect-aware support was switched off and support was provided based on students’ performance only. We investigated the hypothesis that affect-aware support has a more pronounced effect when the cognitive demands of the tasks are higher. The results suggest that students that undertook the more challenging tasks were significantly more in-flow and less confused in the group where affect-aware support was provided than students who were supported based on their performance only.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/suspension-design-modeling-and-testing-of-a-thermo-acoustic-drive,10 Nov 2017,https://pureportal.coventry.ac.uk/en/persons/chitta-saha,Chitta Saha,"Suspension design, modeling, and testing of a Thermo-acoustic driven linear Alternator",The Score-Stove™ generates electricity from a wood-burning cooking stove using a thermo-acoustic engine that converts heat to sound through a Linear Alternator (LA). This paper introduces a prototype hemi-toroidal suspension that was refined into a segmented trapezoidal shape that gave a higher cyclic life for the linear alternator and includes a critical evaluation that compares a theoretical analysis with experimental results. The results show an improvement from the 40% efficiency of a standard loudspeaker used in reverse as an LA to 70 to 80% efficiency with the new suspension and a double Halbach array magnetic topology.,"School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/synchronization-from-coupled-systems-to-complex-networks,Mar 2018,https://pureportal.coventry.ac.uk/en/persons/charo-del-genio,Charo del Genio,Synchronization - From coupled systems to complex networks,,"School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/stem-outreach-activities-an-approach-to-teachers-professional-dev,9 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/farzana-aslam,Farzana Aslam,STEM outreach activities: an approach to teachers’ professional development: STEM outreach activities,"STEM outreach programmes in secondary schools are mediated by STEM teachers who are responsible for organising, implementing and evaluating the activities with a view to promoting STEM subjects. However, research investigating teachers' STEM roles and professional development through participation in outreach activities is limited. This paper explores teachers' views of STEM activities, how they understand their role as primary facilitators and the impact of their STEM engagement on their professional development. STEM outreach provides distinct opportunities for situated and dialogic learning. STEM teachers' effectiveness in engaging students by demonstrating the importance and relevance of STEM subjects in the real world and engaging captivating STEM outreach partners not only supports students learning but also enhances their opportunities to develop their knowledge and skills. Semi structured interviews were conducted with eleven teachers from six different schools in the West Midlands, United Kingdom. The data reveals STEM facilitators become the 'face' of STEM to their pupils. The expertise, knowledge and partnerships STEM facilitators develop, broadens their capacity to deliver teaching imbued with real world applications and improve students' understanding of the range of new and upcoming careers available. Most importantly, participating in STEM outreach activities help teachers maintain and reinforce their own sense of identity as STEM professionals. Outreach activities provide opportunities for teachers to interact with leading scientists and obtain exposure to cutting-edge research. [ABSTRACT FROM AUTHOR]","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/the-tetrazole-analogue-of-the-auxin-indole-3-acetic-acid-binds-pr,23 Aug 2018,https://pureportal.coventry.ac.uk/en/persons/charo-del-genio,Charo del Genio,The tetrazole analogue of the auxin indole-3-acetic acid binds preferentially to TIR1 and not AFB5,"Auxin is considered one of the cardinal hormones in plant growth and development. It regulates a wide range of processes throughout the plant. Synthetic auxins exploit the auxin-signalling pathway and are valuable as herbicidal agrochemicals. Currently, despite a diversity of chemical scaffolds all synthetic auxins have a carboxylic acid as the active core group. By applying bio-isosteric replacement we discovered that indole-3-tetrazole was active by surface plasmon resonance (SPR) spectrometry, showing that the tetrazole could initiate assembly of the TIR1 auxin co-receptor complex. We then tested the tetrazole's efficacy in a range of whole plant physiological assays and in protoplast reporter assays which all confirmed auxin activity, albeit rather weak. We then tested indole-3-tetrazole against the AFB5 homologue of TIR1, finding that binding was selective against TIR1, absent with AFB5. The kinetics of binding to TIR1 are contrasted to those for the herbicide picloram, which shows the opposite receptor preference as it binds to AFB5 with far greater affinity than to TIR1. The basis of the preference of indole-3-tetrazole for TIR1 was revealed to be a single residue substitution using molecular docking, and assays using tir1 and afb5 mutant lines confirmed selectivity in vivo. Given the potential that a TIR1-selective auxin might have for unmasking receptor-specific actions, we followed a rational design, lead optimisation campaign and a set of chlorinated indole-3-tetrazoles was synthesised. Improved affinity for TIR1 and the preference for binding to TIR1 was maintained for 4-and 6-chloroindole-3-tetrazoles, coupled with improved efficacy in vivo. This work expands the range of auxin chemistry for the design of receptor-selective synthetic auxins.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/theoryguru-a-mathematica-package-to-apply-quantifier-elimination-,14 Jul 2018,https://pureportal.coventry.ac.uk/en/persons/matthew-england,Matthew England,TheoryGuru: A Mathematica Package to Apply Quantifier Elimination Technology to Economics,"We consider the use of Quantifier Elimination (QE) technology for automated reasoning in economics. There is a great body of work considering QE applications in science and engineering but we demonstrate here that it also has use in the social sciences. We explain how many suggested theorems in economics could either be proven, or even have their hypotheses shown to be inconsistent, automatically via QE.,However, economists who this technology could benefit are usually unfamiliar with QE, and the use of mathematical software generally. This motivated the development of a Mathematica Package TheoryGuru, whose purpose is to lower the costs of applying QE to economics. We describe the package’s functionality and give examples of its use.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/semsem-dev-a-framework-to-develop-and-evaluate-educational-games-,5 Oct 2018,,"Mahmoud Awad, Sarah Alzibali, Shahad Alkarboush",Semsem-DEV: A framework to develop and evaluate educational games mechanics,"This paper introduces the initial results from the Semsem-DEV tool which is part of the Semsem portal. Semsem is an online portal that allows teachers and parents to develop and share educational games with children in a collaborative and intelligent environment. The Semsem portal consists of three different parts, TELL, DEV & PLAY. The Semsem-DEV is a tool that allows users to develop their own educational games and assign them as assignments for students. To develop this tool, we have evaluated several curricula and identified teaching patterns, we have also evaluated many educational games that teach the same subjects, then we link the patterns to the games to create a list of game mechanics that parents and teachers can use. The system highlights the importance of design choices of educational games, either in terms of aesthetics, dynamics or mechanics. The system helps designers to choose the best design elements for each task based on learner profiles. It then allows them to receive instant feedback about the design decisions as soon as games are played by the learners","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/review-of-recent-developments-in-the-random-field-ising-model,10 Feb 2018,https://pureportal.coventry.ac.uk/en/persons/nikolaos-fytas,Nikolaos Fytas,Review of Recent Developments in the Random-Field Ising Model,"A lot of progress has been made recently in our understanding of the random-field Ising model thanks to large-scale numerical simulations. In particular, it has been shown that, contrary to previous statements: the critical exponents for different probability distributions of the random fields and for diluted antiferromagnets in a field are the same. Therefore, critical universality, which is a perturbative renormalization-group prediction, holds beyond the validity regime of perturbation theory. Most notably, dimensional reduction is restored at five dimensions, i.e., the exponents of the random-field Ising model at five dimensions and those of the pure Ising ferromagnet at three dimensions are the same.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/scattering-regimes-for-underwater-optical-wireless-communications,2018,https://pureportal.coventry.ac.uk/en/persons/zahir-ahmad,Zahir Ahmad,Scattering regimes for underwater optical wireless communications using Monte Carlo simulation,"Optical wireless communications has shown tremendous potential for underwater applications as it can provide higher bandwidth and better security compared to acoustic technologies. In this paper,  an investigation on scattering regimes for underwater links using Monte Carlo simulation has been presented.While the focus of this paper is on diffuse links, the simulation results of collimated links is also provided for comparison purpose. Three types of water namely clear, coastal and turbid water are being used in the simulation. It is shown that the effect of scattering on the path loss cannot be accurately modeled by the existing channel model; ie. Beers-Lambert (BL) law.  It has been shown that  the distance at which the unscattered light drops to zero can be used to estimate the transition point for the scattering regimes in case of diffuse links. The transition point for diffuse links in coastal water and turbid water can be estimated to be around 22 m and 4 m respectively. Further analysis on the scattering order probability at different scattering regimes illustrates how scattering is affected by beam size, water turbidity and distance. From the frequency response plot, it is estimated that the bandwidth of several order of GHz can be achieved when the links are operating in the minimal scattering region and will reduce to several hundreds of MHz when the link is operating in multiple scattering region.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/research-on-energy-consumption-and-energy-efficiency-of-machine-t,26 Apr 2018,"https://pureportal.coventry.ac.uk/en/persons/lorena-caires-moreira-2,https://pureportal.coventry.ac.uk/en/persons/weidong-li,https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick","Lorena Caires Moreira,Weidong Li,Michael Fitzpatrick",Research on energy consumption and energy efficiency of machine tools: a comprehensive survey,"The increasing demand for energy, coupled with concerns over,pollution and climate change, has led governments to establish policy frameworks to reduce CO2 emissions. Moreover, rises in energy price and increasingly greener customer behaviour are pushing the manufacturing industries to develop more sustainable processes. As a major source of energy consumption in manufacturing systems, machine tools have been the,focus of sustainability research communities worldwide. This paper provides a survey of manufacturing industry’s sustainability trends and presents a technology-foresight-based methodology for gathering key information on the research development in this topic. Furthermore, a correlation between real world aspects, such as legal, economic and environmental, and the development of research on energy consumption and efficiency of machine,tools is provided. The results highlight the leading countries, institutions,authors and subject areas in this field. Research and development shows a high correlation with governmental actions, and appears to be of core importance to meet CO2 reduction targets.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/reinforcement-learning-based-thermal-comfort-control-for-vehicle-,3 May 2017,"https://pureportal.coventry.ac.uk/en/persons/james-brusey,https://pureportal.coventry.ac.uk/en/persons/diana-hintea,https://pureportal.coventry.ac.uk/en/persons/elena-gaura","James Brusey,Diana Hintea,Elena Gaura",Reinforcement Learning-based Thermal Comfort Control for Vehicle Cabins,"Vehicle climate control systems aim to keep passengers thermally comfortable. However, current systems control temperature rather than thermal comfort and tend to be energy hungry, which is of particular concern when considering electric vehicles. This paper poses energy-efficient vehicle comfort control as a Markov Decision Process, which is then solved numerically using Sarsa(λ) and an empirically validated, single-zone, 1D thermal model of the cabin. The resulting controller was tested in simulation using 200 randomly selected scenarios and found to exceed the performance of bang-bang, proportional, simple fuzzy logic, and commercial controllers with 23%, 43%, 40%, 56% increase, respectively. Compared to the next best performing controller, energy consumption is reduced by 13% while the proportion of time spent thermally comfortable is increased by 23%. These results indicate that this is a viable approach that promises to translate into substantial comfort and energy improvements in the car.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/quantum-repeated-interactions-and-the-chaos-game,12 Jul 2018,https://pureportal.coventry.ac.uk/en/persons/thierry-platini,Thierry Platini,Quantum repeated interactions and the chaos game,"Inspired by the algorithm of Barnsley's chaos game, we construct an open quantum system model based on the repeated interaction process. We show that the quantum dynamics of the appropriate fermionic/bosonic system (in interaction with an environment) provides a physical model of the chaos game. When considering fermionic operators, we follow the system's evolution by focusing on its reduced density matrix. The system is shown to be in a Gaussian state (at all time t) and the average number of particles is shown to obey the chaos game equation. Considering bosonic operators, with a system initially prepared in coherent states, the evolution of the system can be tracked by investigating the dynamics of the eigenvalues of the annihilation operator. This quantity is governed by a chaos game-like equation from which different scenarios emerge.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/programmable-architectures-for-histogram-of-oriented-gradients-pr,13 Oct 2018,,"Colm Kelly, Roger Woods, Moslem Amiri, Fahad Siddiqui, Karen Rafferty",Programmable Architectures for Histogram of Oriented Gradients Processing,"There is an increasing demand for high performance image processing platforms based on field programmable gate array (FPGA). The Histogram of Orientated Gradients (HOG) algorithm is a feature descriptor algorithm used in object detection for many security applications. The chapter examines the implementation of this key algorithm using an FPGA-based soft-core architecture approach. Firstly, the HOG algorithm is described and its performance profiled from a computation and bandwidth perspective. Then the IPPro soft-core processor architecture is introduced and a number of mapping strategies are covered. A HOG implementation is demonstrated on a Zynq platform, resulting in a design operating at 15.36 fps; this compares favorably with the performance and resources of hand-crafted VHDL code.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/probabilistic-modeling-of-financial-uncertainties,2018,https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,Alireza Daneshkhah,Probabilistic Modeling of Financial Uncertainties,"Since the global financial crash, one of the main trends in the financial engineering discipline has been to enhance the efficiency and flexibility of financial probabilistic risk assessments. Creditors could immensely benefit from such improvements in analysis hoping to minimise potential monetary losses. Analysis of real world financial scenarios require modeling of multiple uncertain quantities with a view to present more accurate, near future probabilistic predictions. Such predictions are essential for an informed decision making. In this article, the authors extend Bayesian Networks Pair-Copula Construction (BN-PCC) further using the minimum information vine model which results in a more flexible and efficient approach in modeling multivariate dependencies of heavy-tailed distribution and tail dependence as observed in the financial data. The authors demonstrate that the extended model based on minimum information Pair-Copula Construction (PCC) can approximate any non-Gaussian BN to any degree of approximation. The proposed method has been applied to the portfolio data derived from a Brazilian case study. The results show that the fitting of the multivariate distribution approximated using the proposed model has been improved compared to other previously published approaches.","School of Computing, Electronics and Maths"
